CustomerID,Month,TotalPurchases
12383,2011-04,50.48
12383,2011-06,49.6
12384,2011-08,109.13
12384,2011-09,14.53
12384,2011-11,103.61
12386,2010-12,21.81
12386,2011-01,2.1
12388,2011-01,52.15
12388,2011-02,23.8
12388,2011-03,25.3
12388,2011-07,101.55
12388,2011-09,57.89
12388,2011-11,17.080000000000002
12390,2011-09,127.9
12391,2011-11,245.99
12393,2011-01,50.3
12393,2011-04,40.65
12393,2011-09,54.95
12394,2011-05,63.32
12394,2011-10,27.69
12395,2010-12,105.09
12395,2011-01,2.95
12395,2011-02,40.22
12395,2011-03,26.54
12395,2011-05,104.32
12395,2011-06,34.75
12395,2011-08,77.8
12395,2011-10,69.01
12395,2011-11,168.91
12397,2011-07,247.49
12397,2011-11,189.51
12398,2011-10,169.38
12399,2011-03,33.1
12399,2011-05,45.05
12399,2011-06,19.39
12399,2011-08,27.22
12401,2011-02,48.4
12402,2011-01,36.2
12403,2011-10,53.400000000000006
12405,2011-07,191.39000000000001
12406,2011-06,149.14
12406,2011-08,44.849999999999994
12406,2011-11,112.0
12407,2011-03,35.71
12407,2011-04,42.980000000000004
12407,2011-07,113.65
12407,2011-10,59.25
12408,2011-03,119.50999999999999
12408,2011-04,19.43
12408,2011-06,81.76
12408,2011-09,52.66
12408,2011-11,80.12
12409,2011-06,237.51
12409,2011-08,4.95
12409,2011-09,159.58
12410,2011-02,176.97
12412,2011-06,69.72
12412,2011-07,43.32
12412,2011-09,52.5
12413,2011-01,150.95
12413,2011-04,19.23
12413,2011-10,40.11
12414,2011-02,46.46
12414,2011-04,48.85
12414,2011-05,58.95
12415,2011-01,86.93
12415,2011-02,191.73
12415,2011-03,261.57
12415,2011-04,354.25
12415,2011-05,216.31
12415,2011-06,286.96
12415,2011-07,278.72
12415,2011-08,218.72
12415,2011-09,11.27
12415,2011-10,263.19
12415,2011-11,330.17
12417,2010-12,77.03999999999999
12417,2011-01,109.72
12417,2011-03,137.32
12417,2011-04,72.05
12417,2011-06,160.33
12417,2011-08,238.23
12417,2011-10,164.2
12417,2011-11,19.95
12417,2011-12,95.39
12418,2011-08,121.19
12420,2011-10,136.51
12421,2011-01,45.730000000000004
12421,2011-06,65.6
12421,2011-08,44.510000000000005
12421,2011-11,48.34
12422,2011-01,36.6
12422,2011-06,76.03
12422,2011-09,14.52
12423,2010-12,42.19
12423,2011-02,35.29
12423,2011-03,91.05
12423,2011-04,35.84
12423,2011-05,80.78
12423,2011-06,19.32
12423,2011-08,27.509999999999998
12423,2011-09,0.85
12423,2011-12,32.22
12424,2011-06,83.42
12425,2011-09,92.32
12426,2011-05,118.09
12427,2010-12,67.95
12427,2011-10,60.78
12427,2011-11,32.44
12428,2011-03,1022.74
12428,2011-04,111.88
12428,2011-07,103.85
12428,2011-08,92.04
12428,2011-11,88.28
12429,2010-12,92.97
12429,2011-04,114.33
12429,2011-06,95.62
12429,2011-11,49.26
12430,2011-10,68.48
12431,2010-12,109.0
12431,2011-01,91.76
12431,2011-02,170.6
12431,2011-05,166.56
12431,2011-06,9.799999999999999
12431,2011-07,147.64000000000001
12431,2011-08,24.26
12431,2011-10,180.59
12431,2011-11,1.79
12432,2011-06,1047.71
12432,2011-10,91.78
12433,2010-12,238.83
12433,2011-09,214.39
12433,2011-10,146.03
12433,2011-11,164.7
12433,2011-12,157.0
12434,2010-12,12.85
12434,2011-03,85.7
12434,2011-04,1.65
12434,2011-09,97.93
12435,2011-03,122.21
12435,2011-09,75.04
12436,2011-09,84.28
12437,2011-01,62.099999999999994
12437,2011-02,73.55
12437,2011-03,35.93
12437,2011-04,37.85
12437,2011-05,110.03999999999999
12437,2011-06,43.89
12437,2011-09,87.44
12437,2011-10,60.59
12437,2011-11,264.36
12437,2011-12,33.7
12438,2011-07,168.63
12438,2011-11,213.07
12441,2010-12,40.71
12442,2011-12,40.08
12444,2011-06,473.36
12444,2011-08,163.24
12444,2011-09,101.91
12444,2011-10,194.57999999999998
12444,2011-11,186.04
12445,2011-11,31.95
12446,2011-10,248.1
12447,2011-04,92.93
12448,2011-10,130.94
12449,2011-06,160.91
12449,2011-08,171.8
12449,2011-09,167.88
12449,2011-11,205.1
12450,2011-06,10.04
12450,2011-07,2.9
12451,2011-01,226.22
12451,2011-05,201.42
12451,2011-07,0.85
12451,2011-10,278.69
12451,2011-11,161.0
12452,2011-11,99.67
12453,2011-07,102.91
12454,2011-10,218.46
12455,2011-02,108.36
12455,2011-06,59.52
12455,2011-07,39.6
12455,2011-08,34.32
12455,2011-09,43.8
12456,2011-03,171.56
12456,2011-07,156.95
12456,2011-08,8.3
12456,2011-10,124.56
12457,2011-04,189.42
12457,2011-08,1.95
12457,2011-09,146.21
12457,2011-10,14.790000000000001
12458,2011-02,73.86
12458,2011-09,90.53999999999999
12461,2011-07,109.06
12461,2011-09,40.0
12462,2011-02,204.73
12462,2011-11,106.82
12462,2011-12,20.869999999999997
12463,2011-04,63.019999999999996
12463,2011-05,65.48
12463,2011-06,56.120000000000005
12463,2011-10,85.29
12464,2011-02,96.95
12464,2011-05,68.45
12464,2011-07,17.55
12464,2011-08,53.4
12464,2011-11,106.8
12465,2011-06,74.32
12465,2011-11,55.4
12465,2011-12,8.3
12468,2011-01,44.019999999999996
12468,2011-06,89.55
12468,2011-07,5.5
12471,2010-12,337.26
12471,2011-01,111.89999999999999
12471,2011-02,177.49
12471,2011-03,69.53999999999999
12471,2011-04,85.27
12471,2011-05,80.41
12471,2011-07,138.32
12471,2011-08,140.65
12471,2011-09,139.46
12471,2011-10,328.07
12471,2011-11,332.23
12471,2011-12,326.27
12472,2010-12,217.46
12472,2011-01,101.97
12472,2011-02,36.49
12472,2011-03,115.3
12472,2011-06,157.06
12472,2011-07,113.86
12472,2011-10,167.88
12472,2011-11,60.1
12473,2011-06,113.46
12473,2011-08,84.98
12473,2011-10,171.22
12473,2011-11,2068.18
12474,2010-12,8.5
12474,2011-01,135.88
12474,2011-02,90.28999999999999
12474,2011-03,218.29999999999998
12474,2011-04,19.05
12474,2011-05,113.99
12474,2011-06,60.96
12474,2011-07,110.32
12474,2011-09,76.88
12474,2011-10,325.13
12474,2011-11,172.4
12475,2011-10,105.88
12476,2010-12,37.35
12476,2011-01,139.32999999999998
12476,2011-02,73.64999999999999
12476,2011-04,197.7
12476,2011-05,80.35
12476,2011-07,149.27
12476,2011-08,29.78
12476,2011-09,66.2
12476,2011-10,139.34
12476,2011-11,328.73
12476,2011-12,65.23
12477,2011-02,230.35
12477,2011-04,234.31
12477,2011-08,394.24
12477,2011-09,9.36
12477,2011-10,244.7
12477,2011-11,220.91
12478,2011-12,163.36
12479,2011-11,82.72999999999999
12479,2011-12,8.7
12480,2011-01,121.0
12480,2011-03,112.69
12480,2011-07,138.55
12480,2011-11,110.46000000000001
12481,2010-12,121.59
12481,2011-01,69.35
12481,2011-03,98.9
12481,2011-04,0.39
12481,2011-05,115.26
12481,2011-06,126.31
12481,2011-10,171.58
12481,2011-11,38.06
12483,2011-01,97.5
12483,2011-04,71.35
12483,2011-05,54.85
12483,2011-06,38.629999999999995
12483,2011-09,44.3
12483,2011-10,79.49000000000001
12483,2011-11,98.09
12484,2011-01,286.64
12484,2011-03,22.5
12484,2011-06,221.22
12484,2011-08,332.28
12484,2011-10,9.95
12484,2011-11,241.49
12488,2011-09,99.33
12488,2011-10,22.39
12488,2011-11,83.69
12489,2011-01,88.62
12490,2011-01,98.35
12490,2011-05,48.97
12490,2011-06,65.44
12490,2011-07,60.519999999999996
12490,2011-08,61.97
12490,2011-09,92.0
12490,2011-11,162.29
12490,2011-12,70.21000000000001
12491,2011-11,87.8
12492,2011-08,37.94
12492,2011-10,29.009999999999998
12493,2011-05,78.0
12493,2011-06,33.75
12494,2010-12,38.15
12494,2011-01,10.95
12494,2011-02,59.800000000000004
12494,2011-05,81.11
12494,2011-07,52.739999999999995
12494,2011-10,44.61
12494,2011-11,64.58
12497,2011-09,28.84
12498,2011-10,62.2
12498,2011-11,34.35
12500,2011-01,30.310000000000002
12500,2011-02,32.81
12500,2011-03,46.019999999999996
12500,2011-06,48.89
12500,2011-08,23.0
12500,2011-10,164.61
12500,2011-11,36.31
12501,2011-01,387.32
12502,2011-02,165.07
12502,2011-03,198.7
12502,2011-05,113.1
12502,2011-08,215.51
12502,2011-09,252.13
12503,2011-01,1126.0
12504,2011-11,141.7
12505,2011-02,4.5
12506,2011-04,73.5
12507,2011-02,52.47
12507,2011-07,53.9
12508,2011-11,118.71000000000001
12509,2011-02,38.95
12510,2011-01,95.6
12510,2011-07,45.09
12512,2011-10,87.7
12513,2011-08,76.32
12513,2011-09,4.25
12514,2011-03,168.14
12515,2010-12,108.5
12516,2011-06,37.21
12516,2011-09,33.66
12517,2011-06,292.77
12517,2011-08,121.83
12517,2011-09,65.54
12517,2011-11,191.34
12518,2011-08,51.17
12518,2011-09,101.53999999999999
12518,2011-10,66.15
12518,2011-11,77.67
12518,2011-12,55.28
12519,2011-10,53.84
12520,2011-03,284.81
12520,2011-05,81.79
12520,2011-07,72.82
12520,2011-09,86.67
12521,2011-07,113.84
12522,2011-10,60.010000000000005
12523,2011-01,41.1
12523,2011-02,44.620000000000005
12523,2011-03,43.41
12523,2011-04,20.92
12523,2011-07,50.74
12523,2011-08,84.18
12523,2011-09,37.95
12523,2011-10,125.6
12523,2011-11,99.64
12523,2011-12,19.2
12524,2011-01,42.33
12524,2011-02,53.17
12524,2011-03,72.25
12524,2011-05,128.74
12524,2011-06,39.95
12524,2011-10,58.27
12524,2011-11,25.35
12526,2011-09,74.78
12526,2011-10,89.79
12526,2011-12,73.55
12527,2011-01,29.39
12527,2011-02,7.4
12527,2011-09,15.940000000000001
12528,2011-01,126.07
12528,2011-03,105.24
12528,2011-07,64.88
12528,2011-08,68.25
12528,2011-10,88.95
12528,2011-11,58.95
12530,2011-01,86.1
12530,2011-04,54.14
12530,2011-08,64.24
12530,2011-10,59.99
12531,2011-11,64.76
12532,2011-11,59.17
12534,2011-08,191.23
12535,2011-06,70.4
12535,2011-09,80.95
12536,2011-10,13231.990000000002
12536,2011-12,23.23
12538,2011-11,76.51
12539,2011-01,2519.05
12539,2011-03,195.99
12539,2011-11,141.0
12540,2010-12,97.14
12540,2011-01,128.73
12540,2011-02,49.45
12540,2011-03,108.13
12540,2011-05,277.71
12540,2011-06,128.61
12540,2011-07,295.33
12540,2011-08,63.36
12540,2011-09,310.09000000000003
12540,2011-10,221.85
12540,2011-11,194.94
12541,2011-03,54.64
12541,2011-06,45.24
12541,2011-11,88.14
12544,2011-11,82.27000000000001
12545,2011-03,115.25
12545,2011-09,85.94
12546,2011-09,129.76
12546,2011-10,92.24000000000001
12547,2011-03,34.75
12547,2011-05,28.85
12548,2011-06,33.6
12550,2011-09,176.15
12551,2010-12,16.8
12552,2011-10,142.31
12552,2011-11,40.0
12553,2011-01,89.93
12553,2011-02,1.69
12553,2011-03,130.06
12553,2011-05,78.17
12553,2011-07,57.800000000000004
12553,2011-08,71.61
12553,2011-10,72.95
12553,2011-11,82.91
12553,2011-12,32.66
12556,2011-07,180.74
12556,2011-10,141.4
12557,2010-12,7.85
12557,2011-01,13.56
12557,2011-03,7.6499999999999995
12557,2011-07,30.07
12557,2011-11,12.7
12558,2011-12,27.5
12559,2011-01,72.43
12559,2011-02,14.85
12560,2011-07,188.39000000000001
12560,2011-08,33.89
12560,2011-12,93.52000000000001
12561,2011-02,47.43
12562,2011-05,75.14
12562,2011-06,73.48
12562,2011-08,76.69
12562,2011-09,55.44
12562,2011-10,107.09
12562,2011-11,78.00999999999999
12562,2011-12,69.77
12564,2011-03,117.1
12565,2011-02,21.16
12565,2011-03,2.95
12566,2011-09,79.12
12567,2010-12,360.4
12567,2011-02,157.94
12567,2011-05,142.87
12567,2011-06,376.31
12567,2011-08,120.19
12567,2011-09,151.17000000000002
12567,2011-11,248.47
12569,2011-04,114.55
12569,2011-05,63.85
12569,2011-06,58.71
12569,2011-07,38.1
12569,2011-08,117.89
12569,2011-09,95.08
12569,2011-10,194.11
12569,2011-11,169.35999999999999
12569,2011-12,210.0
12571,2011-08,21.1
12571,2011-10,23.8
12572,2011-10,157.61
12572,2011-12,111.76
12573,2011-04,58.7
12574,2011-01,57.2
12576,2011-02,28.9
12576,2011-05,19.32
12576,2011-07,53.22
12576,2011-09,63.199999999999996
12576,2011-11,49.910000000000004
12577,2010-12,117.72
12577,2011-11,156.55
12578,2011-01,213.7
12578,2011-11,159.3
12579,2011-09,116.77
12580,2011-04,62.58
12581,2011-10,43.39
12582,2011-02,54.47
12582,2011-04,60.63
12583,2010-12,55.29
12583,2011-01,67.19
12583,2011-02,46.71
12583,2011-03,94.94999999999999
12583,2011-05,43.849999999999994
12583,2011-06,77.27
12583,2011-07,43.69
12583,2011-08,32.480000000000004
12583,2011-09,125.75
12583,2011-10,33.84
12583,2011-11,106.17
12583,2011-12,64.09
12584,2011-03,146.14
12584,2011-06,114.83
12584,2011-07,48.800000000000004
12584,2011-08,43.9
12584,2011-09,106.6
12584,2011-10,238.28
12584,2011-11,175.1
12584,2011-12,64.45
12585,2010-12,183.73
12585,2011-01,36.64
12585,2011-04,118.88
12586,2010-12,8.5
12586,2011-11,46.1
12587,2011-12,46.24
12588,2011-10,95.8
12589,2011-07,51.39
12589,2011-11,106.21
12590,2011-05,717.22
12590,2011-06,1.44
12591,2011-01,98.3
12592,2011-05,29.4
12592,2011-09,30.2
12593,2011-05,38.6
12593,2011-08,17.099999999999998
12594,2011-01,52.7
12594,2011-02,53.5
12594,2011-03,88.35
12594,2011-04,14.53
12594,2011-05,60.25
12594,2011-06,1.79
12594,2011-08,39.17
12594,2011-10,62.650000000000006
12594,2011-11,1.79
12596,2011-04,63.379999999999995
12596,2011-10,55.57
12597,2011-03,132.75
12597,2011-06,234.26
12597,2011-10,377.75
12597,2011-11,107.75
12598,2011-02,80.39
12598,2011-03,0.85
12598,2011-05,55.61
12598,2011-07,35.96
12598,2011-09,46.54
12598,2011-11,156.72
12599,2011-02,54.44
12599,2011-05,26.65
12599,2011-06,26.619999999999997
12599,2011-07,23.05
12599,2011-08,24.55
12599,2011-11,30.46
12600,2010-12,54.45
12600,2011-02,42.160000000000004
12600,2011-03,26.84
12600,2011-04,38.27
12600,2011-05,51.63
12600,2011-07,42.83
12600,2011-08,39.42
12600,2011-09,34.68
12600,2011-11,38.04
12601,2011-01,29.91
12601,2011-02,28.1
12601,2011-03,21.55
12601,2011-05,84.1
12601,2011-06,26.15
12602,2011-10,23.65
12603,2011-11,28.95
12604,2011-03,33.3
12604,2011-09,8.16
12605,2010-12,5.4
12607,2011-10,435.86
12609,2011-01,46.62
12609,2011-06,99.17
12609,2011-09,65.28
12610,2011-08,371.08
12610,2011-10,115.49000000000001
12610,2011-11,59.2
12611,2011-10,173.88
12612,2011-09,84.34
12612,2011-10,9.9
12613,2011-03,126.26
12613,2011-05,86.48
12613,2011-10,226.77
12613,2011-11,38.2
12614,2011-03,112.2
12615,2011-06,84.15
12615,2011-09,93.89
12615,2011-11,73.48
12615,2011-12,72.89
12616,2011-02,51.0
12616,2011-04,7.95
12616,2011-09,87.0
12617,2011-11,79.92999999999999
12618,2011-11,73.02000000000001
12619,2011-03,42.57
12619,2011-04,26.5
12619,2011-07,809.66
12619,2011-08,29.64
12619,2011-09,55.22
12619,2011-11,66.97999999999999
12620,2011-05,76.79
12620,2011-09,58.78
12620,2011-11,62.03
12621,2010-12,124.72
12621,2011-02,149.32999999999998
12621,2011-03,25.4
12621,2011-04,92.3
12621,2011-05,263.89
12621,2011-06,44.21
12621,2011-07,82.77
12621,2011-08,218.77
12621,2011-09,122.59
12621,2011-10,63.900000000000006
12621,2011-11,58.67
12621,2011-12,127.1
12622,2011-04,63.13
12623,2011-03,47.32
12624,2011-06,71.27
12624,2011-08,75.87
12625,2011-01,132.37
12625,2011-02,23.9
12625,2011-05,54.37
12626,2011-01,250.2
12626,2011-02,10.15
12626,2011-06,91.05
12626,2011-07,106.08
12626,2011-08,192.26
12626,2011-10,170.34
12626,2011-11,51.92
12627,2011-07,135.53
12627,2011-08,182.61
12627,2011-09,95.7
12627,2011-10,173.02
12627,2011-11,88.86
12628,2011-10,60.04
12628,2011-11,58.35
12628,2011-12,39.75
12630,2011-10,153.16
12630,2011-11,133.97
12631,2011-10,140.65
12633,2011-02,85.16
12633,2011-05,143.98
12633,2011-06,2.93
12633,2011-08,41.63
12633,2011-10,53.58
12635,2011-07,91.12
12635,2011-09,163.61
12637,2011-01,222.32
12637,2011-03,90.16
12637,2011-04,143.16
12637,2011-07,109.4
12637,2011-09,302.88
12637,2011-10,192.27
12638,2011-11,99.84
12639,2011-04,108.19999999999999
12640,2011-09,193.57
12640,2011-11,109.43
12641,2011-08,69.64999999999999
12642,2011-08,61.29
12642,2011-10,55.79
12642,2011-11,51.68
12643,2011-01,19.45
12643,2011-05,31.6
12643,2011-06,45.75
12643,2011-08,27.71
12644,2011-08,86.94
12645,2011-01,42.15
12645,2011-05,51.01
12645,2011-08,55.870000000000005
12645,2011-09,1.65
12645,2011-11,41.58
12646,2011-10,64.71
12646,2011-12,42.71
12647,2010-12,328.5
12647,2011-03,26.9
12647,2011-04,33.730000000000004
12647,2011-05,60.2
12647,2011-07,58.74
12647,2011-08,23.85
12647,2011-09,110.63
12647,2011-11,54.11
12648,2011-07,66.62
12649,2010-12,3.3
12649,2011-05,46.870000000000005
12649,2011-08,36.74
12650,2011-12,38.69
12651,2011-01,20.200000000000003
12652,2011-01,144.52
12653,2011-02,46.8
12653,2011-07,64.61
12654,2011-02,38.6
12654,2011-05,45.1
12654,2011-11,84.28
12656,2011-04,88.8
12656,2011-05,84.45
12656,2011-08,161.68
12656,2011-09,100.98
12656,2011-11,146.32
12657,2011-09,133.77
12657,2011-10,8.5
12657,2011-11,142.26
12658,2011-11,148.12
12659,2011-11,26.54
12660,2011-11,50.25
12662,2010-12,44.370000000000005
12662,2011-02,64.39
12662,2011-03,53.3
12662,2011-04,79.25
12662,2011-06,87.53999999999999
12662,2011-07,94.4
12662,2011-08,62.760000000000005
12662,2011-10,119.55
12662,2011-11,80.83
12662,2011-12,55.1
12664,2011-01,54.64
12664,2011-04,52.05
12664,2011-07,57.9
12664,2011-09,50.85
12664,2011-10,88.05
12664,2011-11,73.4
12664,2011-12,51.25
12665,2011-01,21.75
12666,2010-12,8.06
12667,2011-10,119.6
12668,2010-12,73.26
12668,2011-01,162.78
12668,2011-03,176.16
12668,2011-04,2.9
12668,2011-11,144.62
12668,2011-12,12.120000000000001
12669,2011-03,156.69
12669,2011-04,2272.6
12669,2011-07,94.89
12670,2011-04,72.55
12670,2011-05,42.730000000000004
12670,2011-09,71.41
12670,2011-11,114.31
12672,2011-01,37.9
12673,2011-01,60.61
12673,2011-12,62.38
12674,2011-05,84.50999999999999
12674,2011-06,53.3
12674,2011-09,60.480000000000004
12674,2011-11,92.39
12676,2011-02,62.91
12676,2011-03,50.4
12676,2011-06,50.0
12676,2011-08,50.05
12676,2011-09,47.14
12676,2011-11,55.769999999999996
12678,2010-12,175.39
12678,2011-02,40.47
12678,2011-03,77.2
12678,2011-04,134.0
12678,2011-06,59.94
12678,2011-07,159.4
12678,2011-08,163.8
12678,2011-09,25.91
12678,2011-10,248.76
12679,2011-03,148.87
12679,2011-05,19.06
12679,2011-09,19.06
12679,2011-10,28.14
12680,2011-08,53.33
12680,2011-09,91.34
12680,2011-12,44.5
12681,2010-12,239.31
12681,2011-01,412.11
12681,2011-03,254.58
12681,2011-04,78.41
12681,2011-05,190.57
12681,2011-06,117.26
12681,2011-07,215.28
12681,2011-09,105.67999999999999
12681,2011-10,88.85
12681,2011-11,359.66
12682,2010-12,159.27
12682,2011-01,129.83
12682,2011-02,166.32
12682,2011-03,92.1
12682,2011-04,83.7
12682,2011-05,247.96
12682,2011-06,109.27000000000001
12682,2011-07,163.55
12682,2011-08,192.03
12682,2011-09,114.56
12682,2011-10,84.78999999999999
12682,2011-11,306.54
12682,2011-12,118.91
12683,2010-12,154.98
12683,2011-01,96.72999999999999
12683,2011-03,122.49
12683,2011-05,127.1
12683,2011-06,73.19
12683,2011-08,109.87
12683,2011-09,99.28
12683,2011-10,107.74000000000001
12683,2011-11,20.13
12683,2011-12,106.73
12684,2011-05,105.85
12684,2011-06,38.07
12684,2011-10,32.44
12684,2011-11,61.769999999999996
12684,2011-12,28.15
12685,2011-09,294.91
12685,2011-10,121.05
12685,2011-11,66.19
12686,2010-12,22.81
12688,2011-08,705.33
12689,2011-08,92.84
12689,2011-11,112.5
12690,2011-05,88.42999999999999
12691,2010-12,33.5
12691,2011-01,38.55
12691,2011-07,33.05
12691,2011-10,36.4
12691,2011-11,19.65
12693,2011-01,48.25
12693,2011-03,56.95
12693,2011-05,52.34
12693,2011-08,68.33
12694,2011-06,61.870000000000005
12694,2011-09,82.49
12695,2011-05,31.4
12695,2011-08,50.53
12695,2011-10,30.130000000000003
12695,2011-12,17.15
12697,2011-06,86.25
12697,2011-07,53.39
12697,2011-08,1.65
12697,2011-11,69.38
12700,2011-05,152.96
12700,2011-07,153.84
12700,2011-10,271.09
12700,2011-12,160.24
12701,2011-04,83.52
12701,2011-09,80.29
12702,2011-11,65.3
12703,2011-09,55.4
12703,2011-10,2.95
12704,2011-06,71.13
12704,2011-08,196.75
12704,2011-09,63.21
12704,2011-11,260.33
12704,2011-12,54.28
12705,2010-12,109.67
12705,2011-04,163.66
12705,2011-05,138.57
12705,2011-06,2.1
12705,2011-07,134.05
12705,2011-09,102.16
12705,2011-10,152.48
12705,2011-11,181.56
12707,2011-02,106.81
12708,2010-12,48.33
12708,2011-01,84.18
12708,2011-03,51.69
12708,2011-04,32.92
12708,2011-05,81.55
12708,2011-06,116.11
12708,2011-08,126.23
12708,2011-09,96.95
12708,2011-10,7.9
12708,2011-11,78.61
12709,2010-12,90.00999999999999
12709,2011-01,80.22
12709,2011-02,67.09
12709,2011-03,75.02
12709,2011-04,19.25
12709,2011-05,34.18
12709,2011-06,101.51
12709,2011-07,159.16
12709,2011-08,12.95
12709,2011-09,163.72
12709,2011-10,101.81
12709,2011-11,59.5
12709,2011-12,1.65
12710,2011-05,129.79
12710,2011-06,18.45
12710,2011-07,21.15
12710,2011-09,58.38
12712,2010-12,109.94
12712,2011-01,49.7
12712,2011-02,123.85
12712,2011-03,148.8
12712,2011-05,127.67
12712,2011-06,69.7
12712,2011-07,106.7
12712,2011-08,51.620000000000005
12712,2011-10,53.1
12712,2011-11,98.05
12713,2011-12,95.13
12714,2011-02,129.11
12714,2011-05,136.61
12714,2011-06,72.2
12714,2011-08,124.56
12714,2011-11,157.02
12715,2011-08,71.44
12716,2011-07,104.3
12716,2011-12,79.64
12717,2011-04,161.82
12717,2011-07,145.03
12718,2011-09,51.72
12719,2011-10,70.35
12719,2011-12,79.15
12720,2010-12,139.23
12720,2011-01,49.769999999999996
12720,2011-02,33.31
12720,2011-03,72.08
12720,2011-04,56.31
12720,2011-05,98.29
12720,2011-06,52.36
12720,2011-07,31.52
12720,2011-08,30.740000000000002
12720,2011-09,104.93
12720,2011-10,105.96000000000001
12720,2011-11,138.73
12720,2011-12,73.83
12721,2010-12,74.0
12721,2011-02,86.13
12721,2011-04,90.3
12721,2011-06,120.32
12721,2011-09,49.92
12721,2011-11,88.81
12722,2011-07,133.05
12722,2011-08,83.48
12722,2011-09,34.74
12723,2011-10,113.63
12723,2011-11,76.09
12723,2011-12,31.240000000000002
12724,2011-01,30.5
12724,2011-06,28.33
12724,2011-09,101.29
12724,2011-12,37.1
12725,2010-12,98.5
12726,2010-12,22.59
12726,2011-01,44.25
12726,2011-03,30.78
12726,2011-05,25.35
12726,2011-06,32.769999999999996
12726,2011-09,35.04
12726,2011-11,70.45
12727,2011-01,60.4
12727,2011-02,91.32
12727,2011-03,106.01
12727,2011-06,72.89
12727,2011-09,49.61
12727,2011-11,86.2
12728,2011-01,55.87
12728,2011-02,55.59
12728,2011-03,63.05
12728,2011-09,40.28
12729,2011-08,96.24000000000001
12731,2010-12,58.5
12731,2011-01,119.75
12731,2011-03,137.49
12731,2011-04,15.6
12731,2011-05,69.82
12731,2011-06,97.84
12731,2011-07,80.86
12731,2011-09,189.38
12731,2011-10,80.19
12731,2011-11,81.32
12732,2011-06,42.27
12733,2011-04,74.2
12734,2010-12,4.74
12735,2011-01,232.89999999999998
12736,2011-01,22.32
12738,2010-12,43.45
12739,2011-09,152.32
12740,2011-10,56.0
12743,2011-07,407.17
12744,2011-01,263.34000000000003
12744,2011-04,12309.61
12744,2011-07,230.46
12744,2011-10,12305.48
12747,2010-12,54.97
12747,2011-01,13.59
12747,2011-03,37.28
12747,2011-05,132.66
12747,2011-06,47.129999999999995
12747,2011-08,37.95
12747,2011-10,55.11
12747,2011-11,50.19
12747,2011-12,21.01
12748,2010-12,1618.15
12748,2011-01,98.42
12748,2011-02,281.52
12748,2011-03,457.27
12748,2011-04,730.96
12748,2011-05,860.66
12748,2011-06,632.97
12748,2011-07,517.81
12748,2011-08,404.74
12748,2011-09,2815.63
12748,2011-10,1446.94
12748,2011-11,4572.39
12748,2011-12,678.14
12749,2011-05,271.4
12749,2011-08,513.18
12749,2011-11,197.07999999999998
12749,2011-12,189.84
12750,2011-08,69.3
12752,2011-09,121.59
12753,2010-12,91.96000000000001
12753,2011-01,7.85
12753,2011-02,115.62
12753,2011-03,12.94
